==========================================
[52, 2, 2, 2, 2, 2, 2]
[53, 31, 19, 16, 15, 15, 15]
[54, 8, 7, 7, 7, 7, 7]
[55, 17, 17, 17, 17, 17, 17]
[56, 78, 37, 28, 25, 24, 21]
[57, 15, 14, 13, 12, 12, 12]
[58, 12, 6, 6, 6, 6, 6]
[59, 19, 17, 17, 17, 17, 17]
[60, 8, 8, 8, 8, 8, 8]
[61, 3, 3, 3, 3, 3, 3]
[62, 26, 20, 20, 19, 19, 19]
[63, 6, 6, 6, 6, 6, 6]
[64, 7, 7, 7, 7, 7, 7]
[65, 12, 12, 11, 11, 11, 11]
[66, 15, 15, 15, 15, 15, 15]
[67, 76, 37, 28, 25, 24, 21]
[68, 9, 7, 7, 7, 7, 7]
[69, 10, 10, 10, 10, 10, 10]
[70, 2, 2, 2, 2, 2, 2]
[71, 3, 3, 3, 3, 3, 3]
[72, 24, 19, 18, 18, 18, 18]
[73, 10, 9, 9, 9, 9, 9]
[74, 1, 1, 1, 1, 1, 1]
[75, 14, 14, 13, 12, 12, 12]
[76, 3, 3, 3, 3, 3, 3]
[77, 6, 5, 5, 5, 5, 5]
[78, 9, 9, 9, 9, 9, 9]
[79, 12, 12, 12, 12, 12, 12]
[80, 23, 17, 15, 15, 15, 15]
[81, 3, 2, 2, 2, 2, 2]
[82, 34, 21, 19, 19, 18, 18]
[83, 7, 7, 7, 7, 7, 7]
[84, 13, 10, 10, 10, 10, 10]
[85, 14, 13, 12, 12, 12, 12]
[86, 6, 6, 6, 6, 6, 6]
[87, 13, 12, 11, 11, 11, 11]
[88, 20, 14, 13, 13, 13, 13]
[89, 8, 6, 5, 5, 5, 5]
[90, 2, 2, 2, 2, 2, 2]
[91, 8, 5, 5, 5, 5, 5]
[92, 21, 16, 15, 15, 15, 15]
[93, 8, 7, 6, 6, 6, 6]
[94, 22, 17, 16, 15, 15, 15]
[95, 6, 5, 5, 5, 5, 5]
[96, 9, 8, 8, 8, 8, 8]
[97, 3, 3, 3, 3, 3, 3]
[98, 49, 33, 27, 25, 23, 21]
[99, 13, 9, 7, 7, 7, 7]
[100, 9, 7, 7, 7, 7, 7]
[101, 19, 16, 15, 15, 15, 15]
[102, 6, 6, 6, 6, 6, 6]
[103, 16, 16, 15, 14, 14, 14]
[104, 32, 24, 24, 23, 23, 21]
[105, 14, 13, 12, 12, 12, 12]
[106, 8, 8, 8, 8, 8, 8]
[107, 1045, 120, 95, 85, 80, 70]
[108, 13, 12, 11, 11, 11, 11]
[109, 37, 26, 25, 24, 23, 21]
[110, 5, 5, 5, 5, 5, 5]
[111, 14, 10, 9, 9, 9, 9]
[112, 3, 3, 3, 3, 3, 3]
[113, 40, 30, 27, 24, 23, 21]
[114, 1, 1, 1, 1, 1, 1]
[115, 21, 14, 11, 11, 10, 10]
[116, 17, 13, 11, 11, 10, 10]
[117, 6, 6, 5, 5, 5, 5]
[118, 36, 25, 22, 22, 21, 21]
[119, 62, 30, 26, 24, 23, 21]
[120, 4, 3, 3, 3, 3, 3]
[121, 12, 10, 10, 10, 10, 10]
[122, 63, 35, 28, 25, 24, 21]
[123, 18, 17, 17, 17, 17, 17]
[124, 4, 3, 3, 3, 3, 3]
[125, 4, 4, 4, 4, 4, 4]
[126, 7, 7, 6, 6, 6, 6]
[127, 16, 12, 11, 11, 11, 11]
[128, 28, 25, 23, 22, 21, 21]
[129, 7, 7, 7, 7, 7, 7]
[130, 16, 13, 13, 13, 13, 13]
[131, 7, 7, 7, 7, 7, 7]
[132, 16, 13, 13, 13, 13, 13]
[133, 18, 16, 15, 15, 15, 15]
[134, 19, 17, 17, 17, 17, 17]
[135, 10, 10, 10, 10, 10, 10]
[136, 133, 75, 70, 69, 67, 67]
[137, 16, 10, 9, 9, 9, 9]
[138, 2, 2, 2, 2, 2, 2]
[139, 9, 9, 9, 9, 9, 9]
[140, 11, 11, 10, 10, 9, 9]
[141, 28, 22, 20, 20, 20, 19]
[142, 43, 28, 25, 24, 23, 21]
[143, 12, 8, 7, 7, 7, 7]
[144, 15, 13, 11, 11, 10, 10]
[145, 2, 2, 2, 2, 2, 2]
[146, 10, 9, 9, 9, 9, 9]
[147, 6, 6, 5, 5, 5, 5]
[148, 20, 15, 15, 14, 14, 14]
[149, 14, 11, 11, 10, 10, 10]
[150, 11, 8, 7, 7, 7, 7]
[151, 7, 7, 7, 7, 7, 7]
[152, 5, 5, 5, 5, 5, 5]
[153, 2, 2, 2, 2, 2, 2]
[154, 2, 2, 2, 2, 2, 2]
[155, 3, 3, 3, 3, 3, 3]
[156, 12, 10, 10, 10, 10, 10]
[157, 3, 3, 3, 3, 3, 3]
[158, 25, 19, 18, 17, 17, 17]
[159, 14, 13, 12, 11, 11, 11]
[160, 2, 2, 2, 2, 2, 2]
[161, 25, 21, 19, 19, 19, 19]
[162, 8, 8, 8, 8, 8, 8]
[163, 6, 6, 6, 6, 6, 6]
[164, 3, 3, 3, 3, 3, 3]
[165, 11, 11, 10, 10, 10, 10]
[166, 4, 4, 4, 4, 4, 4]
[167, 7, 6, 6, 6, 6, 6]
[168, 11, 9, 9, 9, 9, 9]
[169, 38, 27, 24, 23, 22, 21]
[170, 46, 29, 26, 25, 24, 21]
[171, 22, 9, 8, 7, 7, 7]
[172, 41, 27, 23, 22, 22, 21]
[173, 12, 6, 6, 6, 6, 6]
[174, 4, 3, 3, 3, 3, 3]
[175, 17, 10, 8, 7, 7, 7]
[176, 14, 14, 13, 13, 13, 13]
[177, 11, 8, 7, 7, 7, 7]
[178, 13, 11, 11, 11, 11, 11]
[179, 3, 2, 2, 2, 2, 2]
[180, 20, 16, 16, 15, 15, 15]
[181, 10, 9, 9, 9, 9, 9]
[182, 3, 3, 3, 3, 3, 3]
[183, 2, 2, 2, 2, 2, 2]
[184, 18, 13, 12, 11, 11, 11]
[185, 26, 19, 18, 18, 18, 18]
[186, 44, 29, 26, 24, 23, 21]
[187, 16, 15, 15, 15, 15, 15]
[188, 48, 29, 26, 24, 23, 21]
[189, 7, 7, 7, 7, 7, 7]
[190, 4, 4, 4, 4, 4, 4]
[191, 3, 3, 3, 3, 3, 3]
[192, 5, 3, 2, 2, 2, 2]
[193, 5, 4, 4, 4, 4, 4]
[194, 19, 16, 15, 15, 15, 15]
[195, 9, 9, 9, 9, 9, 9]
[196, 13, 13, 13, 13, 13, 13]
[197, 16, 12, 11, 11, 11, 11]
[198, 12, 7, 7, 7, 7, 7]
[199, 47, 29, 25, 23, 22, 21]
[200, 57, 32, 28, 25, 24, 21]
[201, 4, 4, 4, 4, 4, 4]
[202, 4, 4, 4, 4, 4, 4]
[203, 57, 34, 27, 25, 24, 21]
[204, 22, 17, 16, 15, 15, 15]
[205, 2, 2, 2, 2, 2, 2]
[206, 4, 4, 4, 4, 4, 4]
[207, 3, 3, 3, 3, 3, 3]
[208, 7, 7, 7, 7, 7, 7]
[209, 1, 1, 1, 1, 1, 1]
[210, 1, 1, 1, 1, 1, 1]
[211, 30, 23, 22, 21, 21, 21]
[212, 18, 15, 15, 15, 15, 15]
[213, 39, 24, 20, 19, 19, 19]
[214, 17, 13, 11, 10, 10, 9]
[215, 1, 1, 1, 1, 1, 1]
[216, 2, 2, 2, 2, 2, 2]
[217, 8, 7, 7, 7, 7, 7]
[218, 9, 9, 9, 9, 9, 9]
[219, 6, 5, 5, 5, 5, 5]
[220, 4, 4, 4, 4, 4, 4]
[221, 8, 8, 8, 8, 8, 8]
[222, 11, 10, 10, 10, 10, 10]
[223, 27, 26, 23, 22, 22, 21]
[224, 28, 22, 20, 20, 19, 19]
[225, 10, 8, 7, 7, 7, 7]
[226, 14, 12, 11, 11, 10, 10]
[227, 15, 9, 7, 7, 7, 7]
[228, 3, 3, 3, 3, 3, 3]
[229, 6, 5, 5, 5, 5, 5]
[230, 9, 4, 4, 4, 4, 4]
[231, 21, 16, 16, 16, 16, 15]
[232, 25, 21, 19, 18, 18, 18]
[233, 2, 2, 2, 2, 2, 2]
[234, 2, 2, 2, 2, 2, 2]
[235, 5, 5, 5, 5, 5, 5]
[236, 37, 23, 22, 20, 20, 19]
[237, 7, 7, 7, 7, 7, 7]
[238, 23, 19, 19, 18, 18, 18]
[239, 59, 35, 27, 25, 24, 21]
[240, 3, 3, 3, 3, 3, 3]
[241, 2, 2, 2, 2, 2, 2]
[242, 24, 18, 16, 15, 15, 15]
[243, 8, 7, 6, 6, 6, 6]
[244, 2, 2, 2, 2, 2, 2]
[245, 5, 5, 5, 5, 5, 5]
[246, 14, 13, 12, 12, 12, 12]
[247, 3, 3, 3, 3, 3, 3]
[248, 21, 19, 18, 17, 17, 17]
[249, 24, 17, 16, 15, 15, 15]
[250, 5, 5, 5, 5, 5, 5]
[251, 14, 11, 10, 10, 10, 10]
[252, 65, 36, 27, 25, 24, 21]
[253, 3, 3, 3, 3, 3, 3]
[254, 17, 16, 15, 15, 15, 15]
[255, 2, 2, 2, 2, 2, 2]
[256, 2, 2, 2, 2, 2, 2]
[257, 18, 15, 13, 13, 13, 13]
[258, 15, 13, 13, 12, 12, 12]
[259, 8, 5, 5, 5, 5, 5]
[260, 8, 6, 6, 6, 6, 6]
[261, 38, 25, 22, 22, 21, 21]
[262, 4, 4, 4, 4, 4, 4]
[263, 7, 6, 6, 6, 6, 6]
[264, 5, 5, 5, 5, 5, 5]
[265, 27, 22, 21, 21, 21, 21]
[266, 18, 16, 15, 15, 15, 15]
[267, 2, 2, 2, 2, 2, 2]
[268, 11, 11, 11, 11, 11, 11]
[269, 6, 5, 5, 5, 5, 5]
[270, 4, 3, 3, 3, 3, 3]
[271, 73, 37, 28, 25, 24, 21]
[272, 45, 26, 23, 22, 21, 21]
[273, 9, 9, 9, 9, 9, 9]
[274, 14, 12, 12, 12, 12, 12]
[275, 10, 9, 9, 9, 9, 9]
[276, 18, 17, 16, 16, 16, 16]
[277, 65, 36, 28, 25, 24, 21]
[278, 10, 7, 7, 7, 7, 7]
[279, 2, 2, 2, 2, 2, 2]
[280, 43, 28, 24, 23, 23, 21]
[281, 16, 12, 11, 11, 11, 11]
[282, 2, 2, 2, 2, 2, 2]
[283, 5, 4, 4, 4, 4, 4]
[284, 16, 12, 11, 11, 11, 11]
[285, 47, 32, 27, 25, 24, 21]
[286, 2, 2, 2, 2, 2, 2]
[287, 1, 1, 1, 1, 1, 1]
[288, 4, 4, 4, 4, 4, 4]
[289, 4, 4, 4, 4, 4, 4]
[290, 14, 14, 14, 13, 13, 13]
[291, 36, 24, 21, 20, 19, 19]
[292, 1, 1, 1, 1, 1, 1]
[293, 3, 3, 3, 3, 3, 3]
[294, 3, 3, 3, 3, 3, 3]
[295, 10, 10, 10, 10, 10, 10]
[296, 7, 6, 6, 6, 6, 6]
[297, 25, 24, 22, 22, 21, 21]
[298, 11, 11, 11, 11, 11, 11]
[299, 20, 16, 15, 15, 15, 15]
[300, 7, 7, 7, 7, 7, 7]
[301, 3, 2, 2, 2, 2, 2]
[302, 20, 16, 16, 15, 15, 15]
[303, 21, 16, 15, 15, 14, 14]
[304, 55, 31, 27, 25, 24, 21]
[305, 2, 2, 2, 2, 2, 2]
[306, 9, 9, 9, 9, 9, 9]
[307, 4, 3, 3, 3, 3, 3]
[308, 24, 19, 17, 16, 16, 16]
[309, 10, 10, 10, 10, 10, 10]
[310, 13, 8, 7, 7, 7, 7]
[311, 7, 7, 7, 7, 7, 7]
[312, 26, 14, 11, 11, 10, 10]
[313, 37, 27, 24, 22, 22, 21]
[314, 13, 11, 11, 11, 11, 11]
[315, 56, 30, 25, 24, 23, 21]
[316, 2, 2, 2, 2, 2, 2]
[317, 7, 7, 7, 7, 7, 7]
[318, 11, 11, 11, 11, 11, 11]
[319, 8, 6, 5, 5, 5, 5]
[320, 21, 14, 12, 11, 11, 11]
[321, 3, 3, 3, 3, 3, 3]
[322, 72, 32, 27, 25, 23, 21]
[323, 39, 25, 24, 23, 23, 21]
[324, 26, 20, 18, 18, 18, 18]
[325, 39, 30, 26, 24, 23, 21]
[326, 19, 14, 11, 11, 10, 10]
[327, 4, 4, 4, 4, 4, 4]
[328, 9, 9, 9, 9, 9, 9]
[329, 30, 18, 16, 16, 15, 15]
[330, 16, 15, 15, 14, 14, 14]
[331, 20, 17, 16, 16, 16, 16]
[332, 43, 30, 25, 24, 23, 21]
[333, 8, 8, 8, 8, 8, 8]
[334, 28, 20, 19, 18, 18, 18]
[335, 1, 1, 1, 1, 1, 1]
[336, 3, 3, 3, 3, 3, 3]
[337, 9, 7, 7, 6, 6, 6]
[338, 7, 7, 7, 7, 7, 7]
[339, 27, 15, 14, 14, 14, 14]
[340, 6, 6, 6, 6, 6, 6]
[341, 12, 12, 12, 12, 12, 12]
[342, 34, 27, 25, 23, 22, 21]
[343, 18, 14, 11, 11, 10, 10]
[344, 9, 8, 8, 8, 8, 8]
[345, 16, 14, 13, 13, 13, 13]
[346, 27, 17, 16, 15, 15, 15]
[347, 7, 7, 7, 7, 7, 7]
[348, 229, 54, 43, 39, 36, 31]
[349, 5, 5, 5, 5, 5, 5]
[350, 21, 16, 16, 15, 15, 15]
[351, 5, 4, 4, 4, 4, 4]
[352, 23, 21, 21, 20, 20, 20]
[353, 102, 54, 40, 37, 35, 31]
[354, 26, 22, 20, 19, 18, 18]
[355, 39, 26, 22, 21, 20, 19]
[356, 3, 3, 3, 3, 3, 3]
[357, 18, 15, 13, 13, 12, 12]
[358, 1, 1, 1, 1, 1, 1]
[359, 26, 20, 18, 18, 18, 18]
[360, 43, 33, 30, 29, 29, 29]
[361, 23, 18, 18, 18, 18, 18]
[362, 19, 17, 16, 16, 16, 16]
[363, 96, 52, 41, 37, 35, 31]
[364, 9, 7, 7, 7, 7, 7]
[365, 6, 6, 6, 6, 6, 6]
[366, 97, 52, 40, 37, 35, 31]
[367, 32, 25, 22, 20, 20, 19]
[368, 34, 26, 26, 26, 26, 26]
[369, 26, 17, 14, 13, 13, 12]
[370, 71, 45, 40, 36, 35, 31]
[371, 5, 5, 5, 5, 5, 5]
[372, 17, 14, 13, 13, 13, 13]
[373, 94, 51, 43, 38, 36, 31]
[374, 68, 46, 40, 37, 35, 31]
[375, 17, 17, 17, 17, 17, 17]
[376, 133, 55, 43, 39, 36, 31]
[377, 2, 2, 2, 2, 2, 2]
[378, 62, 44, 40, 37, 36, 31]
[379, 2, 2, 2, 2, 2, 2]
[380, 11, 11, 11, 11, 11, 11]
[381, 12, 12, 12, 12, 12, 12]
[382, 12, 12, 12, 12, 12, 12]
[383, 3, 2, 2, 2, 2, 2]
[384, 4, 4, 4, 4, 4, 4]
[385, 8, 8, 8, 8, 8, 8]
[386, 3, 2, 2, 2, 2, 2]
[387, 36, 33, 32, 31, 30, 30]
[388, 38, 33, 30, 29, 29, 29]
[389, 48, 26, 24, 23, 22, 21]
[390, 6, 6, 6, 6, 6, 6]
[391, 61, 45, 40, 37, 36, 31]
[392, 39, 35, 33, 32, 31, 30]
[393, 7, 7, 7, 7, 7, 7]
[394, 36, 30, 28, 28, 27, 27]
[395, 77, 46, 39, 36, 35, 31]
[396, 27, 22, 20, 19, 18, 18]
[397, 47, 27, 24, 22, 22, 21]
[398, 33, 27, 26, 26, 26, 26]
[399, 8, 7, 7, 7, 7, 7]
[400, 73, 49, 42, 37, 36, 31]
[401, 2, 2, 2, 2, 2, 2]
[402, 57, 43, 36, 34, 33, 31]
[403, 20, 18, 18, 18, 18, 18]
[404, 51, 34, 32, 31, 30, 30]
[405, 11, 10, 10, 10, 10, 10]
[406, 4, 4, 4, 4, 4, 4]
[407, 15, 13, 12, 12, 12, 12]
[408, 55, 37, 34, 32, 31, 30]
[409, 34, 28, 27, 26, 26, 26]
[410, 15, 13, 13, 13, 13, 13]
[411, 3, 3, 3, 3, 3, 3]
[412, 99, 49, 41, 37, 36, 31]
[413, 17, 15, 15, 15, 15, 15]
[414, 159, 45, 40, 37, 36, 31]
[415, 26, 22, 21, 21, 21, 21]
[416, 21, 20, 20, 20, 20, 19]
[417, 62, 47, 40, 37, 36, 31]
[418, 23, 21, 20, 20, 19, 18]
[419, 57, 36, 32, 31, 31, 30]
[420, 34, 31, 28, 28, 28, 26]
[421, 25, 21, 21, 20, 20, 19]
[422, 60, 32, 25, 23, 22, 22]
[423, 57, 40, 36, 35, 34, 31]
[424, 17, 13, 13, 12, 12, 12]
[425, 19, 16, 16, 16, 16, 16]
[426, 18, 17, 16, 16, 16, 16]
[427, 9, 7, 7, 6, 6, 6]
[428, 115, 55, 42, 37, 36, 31]
[429, 10, 9, 9, 9, 9, 9]
[430, 38, 32, 31, 30, 30, 30]
[431, 71, 47, 40, 37, 35, 31]
[432, 55, 38, 33, 32, 31, 30]
[433, 10, 9, 9, 9, 9, 9]
[434, 33, 27, 27, 27, 26, 26]
[435, 10, 10, 10, 10, 10, 10]
[436, 60, 43, 39, 37, 35, 31]
[437, 10, 5, 4, 4, 4, 4]
[438, 71, 47, 40, 36, 35, 31]
[439, 43, 34, 31, 31, 30, 30]
[440, 14, 13, 12, 12, 12, 12]
[441, 8, 7, 7, 7, 7, 7]
[442, 12, 12, 12, 12, 12, 12]
[443, 2, 2, 2, 2, 2, 2]
[444, 47, 36, 33, 31, 30, 30]
[445, 27, 23, 22, 21, 21, 21]
[446, 18, 16, 15, 15, 15, 15]
[447, 1, 1, 1, 1, 1, 1]
[448, 3, 3, 3, 3, 3, 3]
[449, 10, 9, 9, 9, 9, 9]
[450, 22, 20, 18, 18, 18, 18]
[451, 25, 24, 24, 24, 24, 24]
[452, 42, 31, 26, 25, 24, 24]
[453, 5, 3, 3, 3, 3, 3]
[454, 3, 3, 3, 3, 3, 3]
[455, 37, 22, 20, 19, 19, 18]
[456, 61, 42, 37, 34, 33, 31]
[457, 20, 15, 13, 13, 12, 12]
[458, 26, 22, 20, 20, 19, 18]
[459, 10, 10, 10, 10, 10, 10]
[460, 66, 42, 36, 34, 33, 31]
[461, 53, 43, 37, 36, 35, 31]
[462, 19, 17, 17, 17, 17, 17]
[463, 43, 29, 26, 23, 23, 22]
[464, 5, 4, 4, 4, 4, 4]
[465, 78, 46, 40, 37, 35, 31]
[466, 9, 9, 9, 9, 9, 9]
[467, 4, 4, 4, 4, 4, 4]
[468, 2, 2, 2, 2, 2, 2]
[469, 22, 17, 14, 13, 13, 12]
[470, 16, 14, 14, 14, 14, 14]
[471, 31, 28, 28, 28, 28, 27]
[472, 5, 4, 4, 4, 4, 4]
[473, 32, 26, 25, 25, 24, 24]
[474, 20, 18, 18, 18, 18, 18]
[475, 122, 56, 43, 38, 36, 31]
[476, 6, 6, 6, 6, 6, 6]
[477, 12, 11, 11, 11, 11, 11]
[478, 8, 7, 7, 7, 7, 7]
[479, 37, 30, 28, 27, 27, 26]
[480, 7, 6, 6, 6, 6, 6]
[481, 27, 22, 20, 19, 18, 18]
[482, 34, 30, 29, 29, 29, 29]
[483, 231, 66, 47, 41, 38, 35]
[484, 107, 55, 42, 38, 36, 31]
[485, 5, 5, 5, 5, 5, 5]
[486, 16, 13, 12, 12, 12, 12]
[487, 33, 29, 28, 28, 28, 28]
[488, 28, 28, 27, 26, 26, 26]
[489, 24, 21, 20, 18, 18, 18]
[490, 13, 11, 11, 11, 11, 11]
[491, 11, 11, 11, 11, 11, 11]
[492, 65, 46, 42, 37, 36, 31]
[493, 56, 37, 33, 32, 31, 30]
[494, 23, 21, 20, 20, 20, 20]
[495, 23, 21, 21, 21, 21, 21]
[496, 40, 33, 31, 30, 30, 29]
[497, 83, 48, 40, 37, 36, 31]
[498, 6, 5, 4, 4, 4, 4]
[499, 3, 3, 3, 3, 3, 3]
[500, 83, 46, 39, 36, 35, 31]
[501, 8, 7, 7, 7, 7, 7]
[502, 11, 11, 11, 11, 11, 11]
[503, 58, 39, 35, 33, 32, 31]
[504, 43, 25, 22, 21, 20, 19]
[505, 13, 12, 12, 12, 12, 12]
[506, 72, 47, 41, 37, 36, 31]
[507, 65, 43, 37, 35, 34, 31]
[508, 16, 12, 12, 12, 12, 12]
[509, 15, 13, 12, 12, 12, 12]
[510, 26, 20, 19, 19, 19, 18]
[511, 30, 28, 27, 27, 26, 26]
[512, 29, 27, 26, 26, 26, 26]
[513, 89, 52, 43, 38, 36, 31]
[514, 64, 43, 39, 36, 34, 31]
[515, 61, 40, 37, 36, 34, 31]
[516, 20, 15, 13, 13, 12, 12]
[517, 104, 56, 43, 38, 36, 31]
[518, 19, 14, 13, 13, 12, 12]
[519, 25, 22, 20, 20, 19, 18]
[520, 50, 40, 36, 34, 33, 31]
[521, 15, 15, 15, 15, 15, 15]
[522, 11, 9, 9, 9, 9, 9]
[523, 43, 36, 33, 31, 31, 30]
[524, 64, 49, 42, 37, 36, 31]
[525, 69, 46, 39, 37, 35, 31]
[526, 98, 63, 49, 43, 40, 39]
[527, 46, 39, 37, 35, 34, 31]
[528, 13, 12, 12, 12, 12, 12]
[529, 9, 9, 9, 9, 9, 9]
[530, 4, 4, 4, 4, 4, 4]
[531, 40, 23, 21, 20, 19, 18]
[532, 10, 4, 4, 4, 4, 4]
[533, 6, 5, 5, 5, 5, 5]
[534, 8, 7, 7, 7, 7, 7]
[535, 12, 12, 12, 12, 12, 12]
[536, 22, 21, 21, 20, 20, 20]
[537, 40, 34, 33, 32, 31, 30]
[538, 87, 46, 38, 34, 33, 31]
[539, 22, 15, 14, 14, 14, 14]
[540, 8, 7, 7, 7, 7, 7]
[541, 10, 10, 10, 10, 10, 10]
[542, 58, 43, 37, 36, 34, 31]
[543, 21, 17, 16, 16, 15, 15]
[544, 67, 45, 39, 36, 34, 31]
[545, 46, 35, 33, 32, 31, 30]
[546, 30, 24, 22, 20, 20, 18]
[547, 32, 23, 21, 20, 19, 18]
[548, 32, 25, 23, 22, 21, 19]
[549, 7, 7, 6, 6, 6, 6]
[550, 1, 1, 1, 1, 1, 1]
[551, 17, 13, 13, 12, 12, 12]
[552, 4, 4, 4, 4, 4, 4]
[553, 85, 46, 39, 36, 35, 31]
[554, 18, 14, 13, 12, 12, 12]
[555, 38, 26, 23, 21, 20, 19]
[556, 48, 33, 31, 30, 30, 30]
[557, 37, 27, 23, 22, 21, 20]
[558, 20, 19, 17, 17, 17, 17]
[559, 83, 54, 43, 39, 36, 31]
[560, 30, 26, 25, 25, 24, 24]
[561, 81, 51, 43, 38, 36, 31]
[562, 5, 5, 5, 5, 5, 5]
[563, 91, 41, 35, 33, 31, 30]
[564, 9, 7, 7, 7, 7, 7]
[565, 20, 20, 20, 20, 19, 19]
[566, 85, 56, 43, 39, 36, 31]
[567, 63, 43, 39, 36, 34, 31]
[568, 12, 11, 10, 10, 10, 10]
[569, 15, 15, 15, 15, 15, 15]
[570, 35, 27, 25, 24, 23, 22]
[571, 3, 3, 3, 3, 3, 3]
[572, 4, 4, 4, 4, 4, 4]
[573, 32, 18, 17, 16, 16, 15]
[574, 11, 9, 9, 9, 9, 9]
[575, 12, 12, 12, 12, 12, 12]
[576, 14, 14, 14, 14, 14, 14]
[577, 22, 20, 19, 19, 19, 19]
[578, 24, 20, 19, 19, 19, 19]
[579, 39, 19, 17, 16, 16, 15]
[580, 84, 47, 38, 34, 33, 31]
[581, 2, 2, 2, 2, 2, 2]
[582, 21, 20, 19, 19, 19, 19]
[583, 25, 20, 19, 19, 19, 19]
[584, 15, 11, 11, 10, 10, 10]
[585, 1, 1, 1, 1, 1, 1]
[586, 7, 7, 7, 7, 7, 7]
[587, 10, 9, 9, 9, 9, 9]
[588, 14, 13, 13, 13, 13, 13]
[589, 21, 17, 16, 16, 15, 15]
[590, 14, 14, 14, 14, 14, 14]
[591, 46, 37, 36, 36, 34, 31]
[592, 41, 20, 17, 16, 16, 15]
[593, 5, 5, 5, 5, 5, 5]
[594, 8, 6, 5, 5, 5, 5]
[595, 19, 19, 19, 19, 19, 19]
[596, 46, 28, 26, 25, 25, 25]
[597, 22, 18, 17, 16, 16, 15]
[598, 16, 16, 16, 16, 15, 15]
[599, 23, 20, 19, 19, 19, 19]
[600, 24, 20, 19, 19, 19, 19]
[601, 25, 24, 21, 21, 21, 21]
[602, 1, 1, 1, 1, 1, 1]
[603, 18, 16, 16, 15, 15, 15]
[604, 35, 31, 29, 28, 28, 28]
[605, 18, 16, 16, 16, 15, 15]
[606, 91, 47, 39, 35, 34, 31]
[607, 1, 1, 1, 1, 1, 1]
[608, 1, 1, 1, 1, 1, 1]
[609, 30, 20, 18, 17, 16, 15]
[610, 5, 5, 5, 5, 5, 5]
[611, 16, 16, 15, 15, 15, 15]
[612, 15, 14, 14, 14, 14, 14]
[613, 1, 1, 1, 1, 1, 1]
[614, 32, 30, 30, 28, 28, 28]
[615, 24, 19, 19, 19, 19, 19]
[616, 19, 12, 11, 11, 10, 10]
[617, 25, 17, 16, 16, 16, 15]
[618, 24, 16, 16, 15, 15, 15]
[619, 26, 18, 16, 16, 16, 15]
[620, 20, 18, 17, 16, 16, 15]
[621, 7, 7, 7, 7, 7, 7]
[622, 13, 11, 11, 10, 10, 10]
[623, 17, 15, 14, 14, 14, 14]
[624, 1, 1, 1, 1, 1, 1]
[625, 21, 17, 16, 16, 15, 15]
[626, 14, 13, 13, 13, 13, 13]
[627, 24, 20, 19, 19, 19, 19]
[628, 12, 12, 12, 12, 12, 12]
[629, 11, 11, 11, 11, 11, 11]
[630, 39, 20, 17, 16, 16, 15]
[631, 11, 10, 9, 9, 9, 9]
[632, 22, 19, 19, 19, 19, 19]
[633, 15, 14, 14, 14, 14, 14]
[634, 16, 13, 13, 13, 13, 13]
